season_id,student_id,stage,commission_id,max_score,evaluator_count,score_range,avg_score,range_pct_of_stage,student_name,topic_area,topic_title
S2026_SPRING,STU_0164,PRELIMINARY_DEFENSE,S2026_SPRING_COM_09,25.0,3,4.0,19.5,16.0,Очир.Дөлгөөн,Education Technology,Learning progress dashboard for undergraduate courses
S2026_SPRING,STU_0176,PRELIMINARY_DEFENSE,S2026_SPRING_COM_03,25.0,4,4.0,20.0,16.0,Бат.Номин,Computer Graphics,Graphics-based simulation for learning environments
S2026_SPRING,STU_0080,FINAL_DEFENSE,S2026_SPRING_COM_05,35.0,4,5.5,27.5,15.714285714285714,Эрдэнэ.Марал,Computer Graphics,Graphics-based simulation for learning environments
S2026_SPRING,STU_0120,FINAL_DEFENSE,S2026_SPRING_COM_09,35.0,4,5.5,27.0,15.714285714285714,Дорж.Идэр,Web Systems,Role-based dashboard for university information systems
S2026_SPRING,STU_0062,FINAL_DEFENSE,S2026_SPRING_COM_05,35.0,4,5.5,29.25,15.714285714285714,Жаргал.Эрдэнэсувд,Education Technology,Learning progress dashboard for undergraduate courses
S2026_SPRING,STU_0061,FINAL_DEFENSE,S2026_SPRING_COM_05,35.0,4,5.5,24.125,15.714285714285714,Алтан.Хулан,E-Commerce Systems,Shopping cart and order tracking system
S2026_SPRING,STU_0220,FINAL_DEFENSE,S2026_SPRING_COM_08,35.0,3,5.5,27.0,15.714285714285714,Бат.Хулан,Database Systems,Database design for thesis management workflows
S2025_WINTER,STU_0036,FIRST_COMMISSION_DEFENSE,S2025_WINTER_COM_01,20.0,3,3.0,13.833333333333334,15.0,Сайн.Дөлгөөн,Computer Graphics,Interactive visualization tool for academic data
S2026_SPRING,STU_0078,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_05,20.0,4,3.0,15.125,15.0,Болд.Оюун,Cybersecurity,Secure authentication model for student information systems
S2025_WINTER,STU_0029,FIRST_COMMISSION_DEFENSE,S2025_WINTER_COM_05,20.0,4,3.0,15.875,15.0,Мөнх.Ариунзаяа,Education Technology,Digital rubric system for student assessment
S2026_SPRING,STU_0081,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_09,20.0,3,3.0,15.666666666666666,15.0,Мөнх.Ганзориг,Education Technology,Learning progress dashboard for undergraduate courses
S2026_SPRING,STU_0195,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_06,20.0,3,3.0,11.833333333333334,15.0,Сүх.Болор,Database Systems,Database design for thesis management workflows
S2026_SPRING,STU_0149,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_04,20.0,4,3.0,14.75,15.0,Ган.Билгүүн,Cybersecurity,Secure authentication model for student information systems
S2026_SPRING,STU_0157,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_02,20.0,4,3.0,13.75,15.0,Буян.Төгөлдөр,E-Commerce Systems,Online marketplace prototype for local businesses
S2026_SPRING,STU_0070,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_03,20.0,3,3.0,14.333333333333334,15.0,Болд.Билгүүн,Computer Graphics,Graphics-based simulation for learning environments
S2026_SPRING,STU_0162,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_04,20.0,4,3.0,15.125,15.0,Ган.Саруул,AI/Data Analysis,Statistical analysis of thesis defense scoring behavior
S2026_SPRING,STU_0214,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_03,20.0,3,3.0,13.333333333333334,15.0,Ням.Оюун,Cloud/Microservices,Containerized service architecture for student systems
S2026_SPRING,STU_0205,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_07,20.0,3,3.0,13.833333333333334,15.0,Цогт.Болор,Mobile Applications,Mobile application for campus service access
S2026_SPRING,STU_0159,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_07,20.0,3,3.0,13.5,15.0,Ган.Саруул,Web Systems,Role-based dashboard for university information systems
S2026_SPRING,STU_0165,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_09,20.0,3,3.0,13.333333333333334,15.0,Сайн.Тэмүүлэн,Database Systems,Relational data model for defense score analysis
S2026_SPRING,STU_0106,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_02,20.0,4,3.0,12.125,15.0,Ган.Сод-Эрдэнэ,IoT/Embedded Systems,Embedded attendance tracking prototype
S2026_SPRING,STU_0088,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_02,20.0,4,3.0,13.375,15.0,Сүх.Болор,E-Commerce Systems,Online marketplace prototype for local businesses
S2026_SPRING,STU_0118,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_04,20.0,4,3.0,14.75,15.0,Дорж.Идэр,Cybersecurity,Secure authentication model for student information systems
S2025_WINTER,STU_0012,FIRST_COMMISSION_DEFENSE,S2025_WINTER_COM_06,20.0,3,3.0,15.5,15.0,Буян.Наран,Cybersecurity,Access-control model for academic document systems
S2026_SPRING,STU_0215,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_05,20.0,4,3.0,16.5,15.0,Ням.Хулан,Mobile Applications,Mobile application for campus service access
S2026_SPRING,STU_0155,FINAL_DEFENSE,S2026_SPRING_COM_02,35.0,5,5.0,28.8,14.285714285714286,Эрдэнэ.Энхрий,Mobile Applications,Mobile application for campus service access
S2026_SPRING,STU_0056,FINAL_DEFENSE,S2026_SPRING_COM_09,35.0,4,5.0,25.875,14.285714285714286,Бат.Дөлгөөн,Mobile Applications,Android-based student progress tracking application
S2026_SPRING,STU_0060,FINAL_DEFENSE,S2026_SPRING_COM_08,35.0,3,5.0,25.166666666666668,14.285714285714286,Буян.Одгэрэл,IoT/Embedded Systems,Embedded attendance tracking prototype
S2026_SPRING,STU_0091,FINAL_DEFENSE,S2026_SPRING_COM_06,35.0,4,5.0,28.0,14.285714285714286,Алтан.Сод-Эрдэнэ,Mobile Applications,Android-based student progress tracking application
S2026_SPRING,STU_0106,FINAL_DEFENSE,S2026_SPRING_COM_02,35.0,5,5.0,26.8,14.285714285714286,Ган.Сод-Эрдэнэ,IoT/Embedded Systems,Embedded attendance tracking prototype
S2026_SPRING,STU_0199,FINAL_DEFENSE,S2026_SPRING_COM_02,35.0,5,5.0,26.2,14.285714285714286,Болд.Хулан,Web Systems,Web-based academic workflow management system
S2026_SPRING,STU_0143,FINAL_DEFENSE,S2026_SPRING_COM_08,35.0,3,5.0,25.166666666666668,14.285714285714286,Бат.Сод-Эрдэнэ,IoT/Embedded Systems,Embedded attendance tracking prototype
S2026_SPRING,STU_0207,PRELIMINARY_DEFENSE,S2026_SPRING_COM_01,25.0,3,3.5,17.5,14.0,Алтан.Сод-Эрдэнэ,Cloud/Microservices,Containerized service architecture for student systems
S2026_SPRING,STU_0202,PRELIMINARY_DEFENSE,S2026_SPRING_COM_06,25.0,3,3.5,18.833333333333332,14.0,Цогт.Номин,Mobile Applications,Android-based student progress tracking application
S2026_SPRING,STU_0161,PRELIMINARY_DEFENSE,S2026_SPRING_COM_03,25.0,4,3.5,18.25,14.0,Жаргал.Ганзориг,E-Commerce Systems,Shopping cart and order tracking system
S2026_SPRING,STU_0220,PRELIMINARY_DEFENSE,S2026_SPRING_COM_08,25.0,4,3.5,18.5,14.0,Бат.Хулан,Database Systems,Database design for thesis management workflows
S2025_WINTER,STU_0024,PRELIMINARY_DEFENSE,S2025_WINTER_COM_03,25.0,4,3.5,19.125,14.0,Ням.Ариунзаяа,Database Systems,Relational data model for defense score analysis
S2026_SPRING,STU_0166,PRELIMINARY_DEFENSE,S2026_SPRING_COM_05,25.0,4,3.5,20.625,14.0,Бат.Мөнх-Оргил,Computer Graphics,Interactive visualization tool for academic data
S2026_SPRING,STU_0215,FINAL_DEFENSE,S2026_SPRING_COM_05,35.0,4,4.5,30.875,12.857142857142858,Ням.Хулан,Mobile Applications,Mobile application for campus service access
S2026_SPRING,STU_0202,FINAL_DEFENSE,S2026_SPRING_COM_06,35.0,4,4.5,26.25,12.857142857142858,Цогт.Номин,Mobile Applications,Android-based student progress tracking application
S2026_SPRING,STU_0100,FINAL_DEFENSE,S2026_SPRING_COM_09,35.0,4,4.5,29.875,12.857142857142858,Ган.Болор,Education Technology,Learning progress dashboard for undergraduate courses
S2026_SPRING,STU_0214,FINAL_DEFENSE,S2026_SPRING_COM_03,35.0,4,4.5,25.75,12.857142857142858,Ням.Оюун,Cloud/Microservices,Containerized service architecture for student systems
S2025_WINTER,STU_0033,FIRST_COMMISSION_DEFENSE,S2025_WINTER_COM_02,20.0,3,2.5,14.0,12.5,Буян.Саруул,Cloud/Microservices,Containerized service architecture for student systems
S2026_SPRING,STU_0121,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_02,20.0,4,2.5,14.625,12.5,Болд.Ганзориг,E-Commerce Systems,Online marketplace prototype for local businesses
S2026_SPRING,STU_0211,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_05,20.0,4,2.5,14.375,12.5,Ням.Марал,Cloud/Microservices,Containerized service architecture for student systems
S2026_SPRING,STU_0202,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_06,20.0,3,2.5,14.166666666666666,12.5,Цогт.Номин,Mobile Applications,Android-based student progress tracking application
S2026_SPRING,STU_0201,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_04,20.0,4,2.5,15.625,12.5,Сүх.Ганзориг,Cybersecurity,Secure authentication model for student information systems
S2025_WINTER,STU_0025,FIRST_COMMISSION_DEFENSE,S2025_WINTER_COM_05,20.0,4,2.5,14.25,12.5,Алтан.Төгөлдөр,Cybersecurity,Access-control model for academic document systems
S2026_SPRING,STU_0221,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_04,20.0,4,2.5,14.375,12.5,Жаргал.Ананд,Education Technology,Learning progress dashboard for undergraduate courses
S2026_SPRING,STU_0199,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_02,20.0,4,2.5,13.75,12.5,Болд.Хулан,Web Systems,Web-based academic workflow management system
S2026_SPRING,STU_0217,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_05,20.0,4,2.5,14.625,12.5,Мөнх.Идэр,E-Commerce Systems,Shopping cart and order tracking system
S2026_SPRING,STU_0172,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_03,20.0,3,2.5,14.333333333333334,12.5,Сүх.Хүслэн,Mobile Applications,Android-based student progress tracking application
S2025_WINTER,STU_0042,FIRST_COMMISSION_DEFENSE,S2025_WINTER_COM_05,20.0,4,2.5,14.25,12.5,Төмөр.Энхрий,Mobile Applications,Android-based student progress tracking application
S2026_SPRING,STU_0050,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_05,20.0,4,2.5,16.75,12.5,Бат.Марал,AI/Data Analysis,Statistical analysis of thesis defense scoring behavior
S2026_SPRING,STU_0147,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_09,20.0,3,2.5,14.666666666666666,12.5,Дорж.Ананд,Mobile Applications,Mobile application for campus service access
S2026_SPRING,STU_0052,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_09,20.0,3,2.5,14.333333333333334,12.5,Болд.Тэмүүлэн,Cloud/Microservices,Microservice-based thesis evaluation platform
S2026_SPRING,STU_0173,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_01,20.0,3,2.5,14.666666666666666,12.5,Сайн.Марал,AI/Data Analysis,Statistical analysis of thesis defense scoring behavior
S2026_SPRING,STU_0170,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_07,20.0,3,2.5,13.166666666666666,12.5,Ган.Хүслэн,Cloud/Microservices,Microservice-based thesis evaluation platform
S2026_SPRING,STU_0082,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_06,20.0,3,2.5,15.0,12.5,Алтан.Мөнх-Оргил,Cloud/Microservices,Containerized service architecture for student systems
S2026_SPRING,STU_0140,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_03,20.0,3,2.5,12.833333333333334,12.5,Сайн.Ариунзаяа,AI/Data Analysis,Statistical analysis of thesis defense scoring behavior
S2026_SPRING,STU_0084,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_05,20.0,4,2.5,14.25,12.5,Цогт.Наран,Education Technology,Learning progress dashboard for undergraduate courses
S2026_SPRING,STU_0182,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_06,20.0,3,2.5,13.166666666666666,12.5,Болд.Болор,Cybersecurity,Secure authentication model for student information systems
S2026_SPRING,STU_0046,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_05,20.0,4,2.5,14.5,12.5,Ням.Ариунзаяа,E-Commerce Systems,Shopping cart and order tracking system
S2025_WINTER,STU_0020,FIRST_COMMISSION_DEFENSE,S2025_WINTER_COM_03,20.0,3,2.5,14.166666666666666,12.5,Мөнх.Ариунзаяа,Mobile Applications,Android-based student progress tracking application
S2026_SPRING,STU_0105,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_06,20.0,3,2.5,14.5,12.5,Сүх.Билгүүн,Mobile Applications,Mobile application for campus service access
S2026_SPRING,STU_0107,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_04,20.0,4,2.5,13.5,12.5,Ган.Оюун,Education Technology,Learning progress dashboard for undergraduate courses
S2025_WINTER,STU_0037,FIRST_COMMISSION_DEFENSE,S2025_WINTER_COM_07,20.0,4,2.5,15.5,12.5,Болд.Ариунзаяа,AI/Data Analysis,Statistical analysis of thesis defense scoring behavior
S2026_SPRING,STU_0194,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_06,20.0,3,2.5,14.0,12.5,Очир.Ганзориг,Web Systems,Web-based academic workflow management system
S2025_WINTER,STU_0030,FIRST_COMMISSION_DEFENSE,S2025_WINTER_COM_06,20.0,3,2.5,15.833333333333334,12.5,Эрдэнэ.Болор,Database Systems,Relational data model for defense score analysis
S2026_SPRING,STU_0111,PRELIMINARY_DEFENSE,S2026_SPRING_COM_06,25.0,3,3.0,18.5,12.0,Буян.Одгэрэл,Computer Graphics,Graphics-based simulation for learning environments
S2026_SPRING,STU_0103,PRELIMINARY_DEFENSE,S2026_SPRING_COM_05,25.0,4,3.0,20.375,12.0,Ням.Тэнүүн,Computer Graphics,Graphics-based simulation for learning environments
S2026_SPRING,STU_0096,PRELIMINARY_DEFENSE,S2026_SPRING_COM_03,25.0,4,3.0,19.25,12.0,Төмөр.Билгүүн,Cloud/Microservices,Containerized service architecture for student systems
S2025_WINTER,STU_0029,PRELIMINARY_DEFENSE,S2025_WINTER_COM_05,25.0,4,3.0,19.75,12.0,Мөнх.Ариунзаяа,Education Technology,Digital rubric system for student assessment
S2026_SPRING,STU_0101,PRELIMINARY_DEFENSE,S2026_SPRING_COM_06,25.0,3,3.0,20.666666666666668,12.0,Төмөр.Энхжин,E-Commerce Systems,Online marketplace prototype for local businesses
S2026_SPRING,STU_0132,PRELIMINARY_DEFENSE,S2026_SPRING_COM_06,25.0,3,3.0,19.833333333333332,12.0,Мөнх.Тэнүүн,AI/Data Analysis,Statistical analysis of thesis defense scoring behavior
S2026_SPRING,STU_0072,PRELIMINARY_DEFENSE,S2026_SPRING_COM_09,25.0,3,3.0,17.5,12.0,Сүх.Одгэрэл,Web Systems,Web-based academic workflow management system
S2025_WINTER,STU_0011,PRELIMINARY_DEFENSE,S2025_WINTER_COM_04,25.0,3,3.0,19.333333333333332,12.0,Буян.Ананд,E-Commerce Systems,Shopping cart and order tracking system
S2025_WINTER,STU_0010,PRELIMINARY_DEFENSE,S2025_WINTER_COM_05,25.0,4,3.0,18.75,12.0,Цогт.Энхрий,Web Systems,Web-based academic workflow management system
S2026_SPRING,STU_0094,PRELIMINARY_DEFENSE,S2026_SPRING_COM_03,25.0,4,3.0,19.125,12.0,Мөнх.Оюун,Mobile Applications,Mobile application for campus service access
S2026_SPRING,STU_0057,PRELIMINARY_DEFENSE,S2026_SPRING_COM_03,25.0,4,3.0,18.75,12.0,Сайн.Одгэрэл,Cloud/Microservices,Microservice-based thesis evaluation platform
S2026_SPRING,STU_0060,PRELIMINARY_DEFENSE,S2026_SPRING_COM_08,25.0,4,3.0,16.5,12.0,Буян.Одгэрэл,IoT/Embedded Systems,Embedded attendance tracking prototype
S2026_SPRING,STU_0051,PRELIMINARY_DEFENSE,S2026_SPRING_COM_05,25.0,4,3.0,22.25,12.0,Цогт.Ариунзаяа,Computer Graphics,Graphics-based simulation for learning environments
S2026_SPRING,STU_0171,PRELIMINARY_DEFENSE,S2026_SPRING_COM_08,25.0,4,3.0,18.5,12.0,Төмөр.Номин,Cybersecurity,Secure authentication model for student information systems
S2026_SPRING,STU_0175,PRELIMINARY_DEFENSE,S2026_SPRING_COM_08,25.0,4,3.0,18.75,12.0,Буян.Тэмүүлэн,Cloud/Microservices,Containerized service architecture for student systems
S2026_SPRING,STU_0130,PRELIMINARY_DEFENSE,S2026_SPRING_COM_04,25.0,3,3.0,19.0,12.0,Буян.Идэр,E-Commerce Systems,Online marketplace prototype for local businesses
S2026_SPRING,STU_0074,PRELIMINARY_DEFENSE,S2026_SPRING_COM_07,25.0,2,3.0,18.0,12.0,Буян.Марал,AI/Data Analysis,Data analytics dashboard for academic evaluation
S2026_SPRING,STU_0180,PRELIMINARY_DEFENSE,S2026_SPRING_COM_02,25.0,4,3.0,20.0,12.0,Дорж.Марал,Computer Graphics,Graphics-based simulation for learning environments
S2026_SPRING,STU_0090,PRELIMINARY_DEFENSE,S2026_SPRING_COM_04,25.0,3,3.0,18.166666666666668,12.0,Сайн.Тэнүүн,E-Commerce Systems,Shopping cart and order tracking system
S2026_SPRING,STU_0145,PRELIMINARY_DEFENSE,S2026_SPRING_COM_06,25.0,3,3.0,21.0,12.0,Буян.Саруул,AI/Data Analysis,Data analytics dashboard for academic evaluation
S2025_WINTER,STU_0031,PRELIMINARY_DEFENSE,S2025_WINTER_COM_07,25.0,4,3.0,20.25,12.0,Төмөр.Энхжин,E-Commerce Systems,Shopping cart and order tracking system
S2026_SPRING,STU_0050,PRELIMINARY_DEFENSE,S2026_SPRING_COM_05,25.0,4,3.0,21.875,12.0,Бат.Марал,AI/Data Analysis,Statistical analysis of thesis defense scoring behavior
S2026_SPRING,STU_0095,FINAL_DEFENSE,S2026_SPRING_COM_09,35.0,4,4.0,24.875,11.428571428571429,Очир.Марал,Database Systems,Relational data model for defense score analysis
S2026_SPRING,STU_0074,FINAL_DEFENSE,S2026_SPRING_COM_07,35.0,3,4.0,24.5,11.428571428571429,Буян.Марал,AI/Data Analysis,Data analytics dashboard for academic evaluation
S2026_SPRING,STU_0076,FINAL_DEFENSE,S2026_SPRING_COM_08,35.0,3,4.0,31.0,11.428571428571429,Сүх.Одгэрэл,Database Systems,Relational data model for defense score analysis
S2026_SPRING,STU_0090,FINAL_DEFENSE,S2026_SPRING_COM_04,35.0,3,4.0,28.166666666666668,11.428571428571429,Сайн.Тэнүүн,E-Commerce Systems,Shopping cart and order tracking system
S2026_SPRING,STU_0046,FINAL_DEFENSE,S2026_SPRING_COM_05,35.0,4,4.0,26.0,11.428571428571429,Ням.Ариунзаяа,E-Commerce Systems,Shopping cart and order tracking system
S2026_SPRING,STU_0129,FINAL_DEFENSE,S2026_SPRING_COM_06,35.0,4,4.0,28.875,11.428571428571429,Дорж.Энхжин,Cloud/Microservices,Containerized service architecture for student systems
S2026_SPRING,STU_0198,FINAL_DEFENSE,S2026_SPRING_COM_08,35.0,3,4.0,27.333333333333332,11.428571428571429,Бат.Бат-Эрдэнэ,Cybersecurity,Secure authentication model for student information systems
S2026_SPRING,STU_0124,FINAL_DEFENSE,S2026_SPRING_COM_09,35.0,4,4.0,27.125,11.428571428571429,Дорж.Мөнх-Оргил,Computer Graphics,Graphics-based simulation for learning environments
S2026_SPRING,STU_0087,FINAL_DEFENSE,S2026_SPRING_COM_06,35.0,4,4.0,28.375,11.428571428571429,Алтан.Сод-Эрдэнэ,Web Systems,Web-based academic workflow management system
S2025_WINTER,STU_0042,FINAL_DEFENSE,S2025_WINTER_COM_05,35.0,4,4.0,27.625,11.428571428571429,Төмөр.Энхрий,Mobile Applications,Android-based student progress tracking application
S2026_SPRING,STU_0160,FINAL_DEFENSE,S2026_SPRING_COM_08,35.0,3,4.0,25.166666666666668,11.428571428571429,Ган.Ариунзаяа,AI/Data Analysis,Statistical analysis of thesis defense scoring behavior
S2026_SPRING,STU_0162,FINAL_DEFENSE,S2026_SPRING_COM_04,35.0,3,4.0,29.5,11.428571428571429,Ган.Саруул,AI/Data Analysis,Statistical analysis of thesis defense scoring behavior
S2025_WINTER,STU_0040,FINAL_DEFENSE,S2025_WINTER_COM_07,35.0,5,4.0,29.3,11.428571428571429,Ням.Мөнх-Оргил,Web Systems,Web-based academic workflow management system
S2026_SPRING,STU_0213,FINAL_DEFENSE,S2026_SPRING_COM_08,35.0,3,4.0,25.666666666666668,11.428571428571429,Төмөр.Төгөлдөр,Cybersecurity,Access-control model for academic document systems
S2025_WINTER,STU_0010,FINAL_DEFENSE,S2025_WINTER_COM_05,35.0,4,4.0,26.625,11.428571428571429,Цогт.Энхрий,Web Systems,Web-based academic workflow management system
S2026_SPRING,STU_0209,FINAL_DEFENSE,S2026_SPRING_COM_08,35.0,3,4.0,26.166666666666668,11.428571428571429,Төмөр.Марал,IoT/Embedded Systems,IoT-based classroom environment monitoring system
S2025_WINTER,STU_0001,FINAL_DEFENSE,S2025_WINTER_COM_07,35.0,5,4.0,28.1,11.428571428571429,Сүх.Саруул,AI/Data Analysis,Statistical analysis of thesis defense scoring behavior
S2026_SPRING,STU_0225,PRELIMINARY_DEFENSE,S2026_SPRING_COM_09,25.0,3,2.5,18.333333333333332,10.0,Очир.Наран,Mobile Applications,Android-based student progress tracking application
S2025_WINTER,STU_0001,FIRST_COMMISSION_DEFENSE,S2025_WINTER_COM_07,20.0,4,2.0,14.375,10.0,Сүх.Саруул,AI/Data Analysis,Statistical analysis of thesis defense scoring behavior
S2026_SPRING,STU_0225,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_09,20.0,3,2.0,13.5,10.0,Очир.Наран,Mobile Applications,Android-based student progress tracking application
S2026_SPRING,STU_0223,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_01,20.0,3,2.0,13.833333333333334,10.0,Сүх.Болор,AI/Data Analysis,Statistical analysis of thesis defense scoring behavior
S2025_WINTER,STU_0002,FIRST_COMMISSION_DEFENSE,S2025_WINTER_COM_02,20.0,3,2.0,14.666666666666666,10.0,Алтан.Хүслэн,Web Systems,Role-based dashboard for university information systems
S2026_SPRING,STU_0208,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_06,20.0,3,2.0,13.166666666666666,10.0,Буян.Номин,Computer Graphics,Graphics-based simulation for learning environments
S2025_WINTER,STU_0005,FIRST_COMMISSION_DEFENSE,S2025_WINTER_COM_01,20.0,3,2.0,15.0,10.0,Сайн.Тэмүүлэн,Web Systems,Web-based academic workflow management system
S2026_SPRING,STU_0208,FINAL_DEFENSE,S2026_SPRING_COM_06,35.0,4,3.5,26.875,10.0,Буян.Номин,Computer Graphics,Graphics-based simulation for learning environments
S2026_SPRING,STU_0199,PRELIMINARY_DEFENSE,S2026_SPRING_COM_02,25.0,4,2.5,18.625,10.0,Болд.Хулан,Web Systems,Web-based academic workflow management system
S2026_SPRING,STU_0200,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_05,20.0,4,2.0,14.25,10.0,Цогт.Оюун,Web Systems,Role-based dashboard for university information systems
S2025_WINTER,STU_0026,FIRST_COMMISSION_DEFENSE,S2025_WINTER_COM_01,20.0,3,2.0,13.833333333333334,10.0,Төмөр.Номин,E-Commerce Systems,Shopping cart and order tracking system
S2026_SPRING,STU_0177,FIRST_COMMISSION_DEFENSE,S2026_SPRING_COM_01,20.0,3,2.0,15.0,10.0,Дорж.Номин,Cloud/Microservices,Microservice-based thesis evaluation platform
S2025_WINTER,STU_0042,PRELIMINARY_DEFENSE,S2025_WINTER_COM_05,25.0,4,2.5,18.125,10.0,Төмөр.Энхрий,Mobile Applications,Android-based student progress tracking application
S2025_WINTER,STU_0043,FIRST_COMMISSION_DEFENSE,S2025_WINTER_COM_03,20.0,3,2.0,16.833333333333332,10.0,Дорж.Тэнүүн,Cybersecurity,Access-control model for academic document systems
S2025_WINTER,STU_0008,FINAL_DEFENSE,S2025_WINTER_COM_04,35.0,3,3.5,31.0,10.0,Жаргал.Марал,Cloud/Microservices,Containerized service architecture for student systems
